nbQec avgQoe minQoe maxQoe medQoe
1 0.9702436269481457 0.3733020287151638 2.3097554828982743 0.741344127728597
2 1.1693610282574256 0.37331286460977164 2.3099734796510156 1.078703826986445
3 1.2407836838725197 0.3733033230040774 2.309504693130892 1.1759864316855324
4 1.2801585299564657 0.37330141206516054 2.3098607004247764 1.239557045285875
5 1.3078867772788252 0.37330147592459095 2.3098304455030814 1.3277206612133932
6 1.3679390376038922 0.37330261738768256 2.31002181112912 1.4807957020261953
7 1.3841956497233823 0.37330193073574236 2.3098155524978377 1.523983175665943
8 1.404036641025572 0.37330381090949727 2.3098650343303837 1.5861787761438857
9 1.4149685333750073 0.3733021464970212 2.31019413238478 1.6048827853945107
10 1.4067923735086987 0.3733083230961738 2.3097592368565523 1.5950767972004365
11 1.430796228382241 0.3733034467203029 2.31010327459065 1.637406821322064
12 1.4377756569285152 0.37331547306331814 2.3099647700301085 1.643033480991233
14 1.4468708262049301 0.3733040663347602 2.309468217822063 1.67685905177868
15 1.450893213306639 0.37330418398483367 2.30951901104845 1.6851484498730658
16 1.454455448045294 0.37330517290974763 2.3095710146057367 1.6952290861716692
17 1.4676208204245909 0.37330937768395844 2.309907644639657 1.7061870965588786
18 1.465114728127261 0.37330402546091257 2.3103009999999955 1.702780116077058
19 1.4713167962007763 0.37331369423662086 2.3101516521703203 1.7036742870337587
20 1.4741078927238225 0.37330412272560776 2.310164657806212 1.7048103306222462
21 1.483098665536289 0.3733025118508382 2.309693921157784 1.7142261217793973
22 1.4787229530029202 0.3733036377868819 2.3103009999999955 1.7101109342079148
23 1.4813181367795933 0.3733168080537397 2.310128226413366 1.7111030611966456
24 1.4812534659558934 0.3733015210728674 2.3099471101461093 1.715901478319814
25 1.4851007804892191 0.37330683293017786 2.3100438732560358 1.7168775437585002
26 1.4848083957898994 0.3733032639574869 2.3101007266969176 1.7169067290464513
27 1.4911832446829978 0.3733050200880874 2.3103009999999955 1.724466178958325
28 1.4911197501959874 0.3733068758973994 2.310014771426738 1.7212601253621584
29 1.4953008225628774 0.37330681063662174 2.3097333411710284 1.725885675071275
30 1.4968310375591596 0.3733024758730241 2.309954614364652 1.7284789464851364
31 1.4968962368137726 0.37330813533861784 2.309884463015138 1.7278542094241611
32 1.5001585667970332 0.37330140642828735 2.3103009999999955 1.7326386161695275
