cdf goodAverageEquiTiled badAverageEquiTiled goodCubMap badCubMap goodEquirectangularTiled badEquirectangularTiled goodPyramidal badPyramidal goodRhombicDodeca badRhombicDodeca
53.0 0.99897782 0.99898627 0.9993075799999999 0.9987575700000001 0.99860319 0.99705599 0.9978977199999998 0.9907020799999999 0.99798312 0.9954300700000001
53.5 0.9989825749999999 0.9989903099999999 0.999309115 0.998792795 0.998605365 0.9970733250000001 0.9979237649999999 0.99084442 0.997987935 0.99549138
54.0 0.9989878200000001 0.9989958800000001 0.99930982 0.9988033599999999 0.99860838 0.99710872 0.9979490599999999 0.9909086 0.9979932800000001 0.9955303999999999
54.5 0.9989902749999999 0.9990045350000001 0.9993102700000001 0.9988253600000001 0.998612605 0.99713447 0.9979817049999999 0.99101992 0.99799827 0.995550175
55.0 0.9989922 0.9990114000000001 0.9993126 0.9988435499999999 0.9986247500000001 0.9971776499999999 0.9979991 0.9911613499999998 0.99800385 0.9956018499999999
55.5 0.9989949800000001 0.99902047 0.999314565 0.9988537200000001 0.998629005 0.9971987149999999 0.99800633 0.9912996599999999 0.9980076600000001 0.9956112149999999
56.0 0.99900232 0.9990283999999998 0.9993159199999999 0.9988649999999999 0.9986356399999998 0.99727596 0.9980352400000001 0.99149464 0.9980098399999999 0.99575952
56.5 0.99900635 0.9990351200000002 0.9993191950000001 0.998873055 0.9986461250000002 0.9973022350000001 0.99804786 0.991629715 0.9980133549999999 0.9958203
57.0 0.99901074 0.9990377900000001 0.99932123 0.99888102 0.9986523300000001 0.9973419400000001 0.9980683300000001 0.9917460599999999 0.9980219499999999 0.99586208
57.5 0.999014225 0.999042075 0.999325475 0.9988973250000001 0.9986588500000001 0.9973476000000001 0.9980784500000001 0.9918809999999999 0.9980378000000001 0.9958798000000001
58.0 0.99901576 0.99904606 0.99932628 0.99891602 0.99867308 0.9973595599999998 0.9981013999999999 0.9920194200000001 0.99804662 0.9959851200000001
58.5 0.9990195900000001 0.999054965 0.9993285100000001 0.99893902 0.9986849500000001 0.9974176 0.998118335 0.9921760499999999 0.99805451 0.99609526
59.0 0.9990266600000001 0.99906034 0.99933337 0.9989417300000001 0.9987040300000001 0.9974941300000001 0.9981377499999999 0.99238641 0.99806964 0.99614155
59.5 0.9990332 0.9990749099999998 0.9993359050000001 0.9989480150000001 0.998710195 0.99751338 0.9981520000000002 0.992432125 0.99807654 0.9962219350000001
60.0 0.9990426000000001 0.999077 0.9993381999999998 0.9989596000000001 0.9987121999999999 0.9975474 0.9981823999999999 0.9924792 0.9980832 0.9962991999999999
60.5 0.999045035 0.999083515 0.999339975 0.998962205 0.9987157150000001 0.9975747700000002 0.99819372 0.99257698 0.9981008999999998 0.9963393250000001
61.0 0.9990507700000001 0.9990888899999999 0.9993425600000001 0.9989691299999999 0.9987206900000001 0.99759249 0.99820967 0.99276403 0.9981180599999999 0.9963813799999999
61.5 0.9990563450000001 0.9990950350000001 0.9993473250000001 0.998976685 0.998726235 0.9976025299999999 0.9982180300000001 0.992938695 0.9981236099999999 0.9964187600000001
62.0 0.9990586 0.9991033600000001 0.99934944 0.99898034 0.9987283599999999 0.99762464 0.9982215999999999 0.9930043 0.99813632 0.99649444
62.5 0.99906585 0.9991049999999999 0.9993512500000001 0.9989902 0.998734725 0.9976386 0.998226675 0.9931443999999999 0.998138125 0.99653575
63.0 0.99906894 0.99911214 0.9993524 0.99899899 0.9987386 0.9976565399999999 0.99824776 0.99324348 0.9981513 0.99656231
63.5 0.99907309 0.99911948 0.9993548400000001 0.999005715 0.9987467999999999 0.997689595 0.99826485 0.99354986 0.99816244 0.996574675
64.0 0.99908292 0.9991261600000001 0.99936036 0.99901932 0.9987485600000001 0.99771628 0.99827564 0.99363584 0.9981731600000001 0.9966186000000001
64.5 0.9990894350000001 0.9991290349999999 0.9993651400000001 0.9990312800000001 0.998756475 0.997755035 0.99830281 0.993829815 0.9981799149999999 0.99666441
65.0 0.9990909499999999 0.9991382000000001 0.99936895 0.9990375 0.99877275 0.99776885 0.9983194499999999 0.9939145500000001 0.99819555 0.9967039
65.5 0.99909486 0.99914514 0.9993711299999999 0.999045655 0.99878911 0.9977790950000001 0.9983263099999999 0.99397019 0.99820419 0.9967143399999999
66.0 0.99909948 0.9991545199999999 0.9993768 0.9990501799999999 0.9987975 0.99779652 0.99834302 0.99416918 0.99820886 0.99676804
66.5 0.999107285 0.9991661199999999 0.99938685 0.9990561850000002 0.9988136999999999 0.99782747 0.998360655 0.9943719950000001 0.998221625 0.9968170700000001
67.0 0.9991148899999999 0.99916823 0.99939594 0.9990621700000001 0.99882526 0.9978337599999999 0.9983799200000001 0.99444852 0.9982288300000001 0.9968579500000001
67.5 0.9991192 0.9991778 0.99940095 0.999081775 0.998844875 0.99785485 0.9983935500000001 0.99450985 0.9982357249999999 0.99686905
68.0 0.9991236 0.99918604 0.9994087599999999 0.99908444 0.9988536000000001 0.99787036 0.99840072 0.9946377599999999 0.9982378 0.9969
68.5 0.999128085 0.9991939999999999 0.9994141 0.9990935499999998 0.9988691150000001 0.997929635 0.9984113499999999 0.9947018350000001 0.998244255 0.996953795
69.0 0.99913072 0.99920144 0.9994202699999999 0.9991022699999998 0.99888328 0.99796174 0.99843177 0.9947554699999999 0.9982519400000001 0.99701391
69.5 0.9991486350000001 0.99922062 0.9994268999999999 0.9991083250000001 0.998891515 0.9979861999999999 0.99844237 0.99486332 0.9982589100000001 0.99705665
70.0 0.9991641 0.9992364 0.9994479000000001 0.9991104 0.9989027 0.9980401000000001 0.9984521 0.9949737 0.9982761 0.9970692000000001
70.5 0.9991679450000002 0.999238905 0.9994554150000001 0.9991211650000001 0.9989161099999999 0.99804894 0.998464405 0.99515107 0.9982836249999999 0.99713081
71.0 0.9991754 0.99924798 0.99945699 0.99914104 0.99893246 0.9980947800000001 0.99847799 0.9952192200000001 0.9982989500000001 0.99715265
71.5 0.9991900300000001 0.9992552049999999 0.9994596450000001 0.99914926 0.9989368800000001 0.9981053849999999 0.9985003100000001 0.99536241 0.9983058899999999 0.99717846
72.0 0.99919928 0.99926948 0.99946908 0.9991611199999999 0.9989497199999999 0.9981308400000001 0.99851524 0.9954199600000001 0.99831856 0.99722684
72.5 0.9992125 0.9992959499999999 0.999472975 0.9991665750000001 0.9989841499999998 0.9981758000000001 0.9985298749999999 0.9954734500000001 0.998326725 0.99725955
73.0 0.99922891 0.9993346200000001 0.99948296 0.9991855900000001 0.99899728 0.99817996 0.99853854 0.9955637500000002 0.9983320599999999 0.99727832
73.5 0.99924306 0.999361795 0.9994910050000001 0.9991953850000002 0.99902449 0.99823707 0.9985501750000001 0.995765285 0.99835001 0.9973218300000002
74.0 0.99925164 0.99937046 0.99950002 0.9992033199999999 0.9990545400000002 0.9982903999999999 0.9985776399999999 0.99588574 0.99836952 0.99734224
74.5 0.99926416 0.999389605 0.9995097650000001 0.9992083350000001 0.9990912799999998 0.9983047199999999 0.9985862349999999 0.995943195 0.99838428 0.99735209
75.0 0.9992781999999998 0.9993994 0.9995153000000001 0.9992207 0.9991195500000001 0.9983148499999999 0.9985949000000001 0.9960355 0.9984377000000001 0.9973836000000001
75.5 0.999315045 0.99941758 0.9995269649999998 0.9992258500000001 0.99913144 0.99833325 0.9986211599999999 0.9962746799999999 0.998449625 0.99740573
76.0 0.99933008 0.9994284 0.9995445199999999 0.9992346 0.9991596800000002 0.99835652 0.9986489599999999 0.9963360400000001 0.9985017599999999 0.9974376800000001
76.5 0.999332545 0.9994439950000001 0.9995559749999999 0.9992455800000001 0.9991935849999999 0.9983661200000001 0.9987006100000001 0.9964245850000001 0.9985202599999999 0.9974447849999999
77.0 0.99935214 0.9994537 0.9995934099999999 0.99925602 0.9992161100000001 0.99836993 0.99871818 0.99652908 0.99853671 0.99749316
77.5 0.999359475 0.9994630750000001 0.9996036500000001 0.9992654750000001 0.9992449250000001 0.998400225 0.998792075 0.996595675 0.99855025 0.9975254250000001
78.0 0.99941034 0.9994843199999999 0.9996138600000001 0.9992676600000001 0.9992584999999999 0.9984258799999999 0.9988203199999999 0.99663672 0.9985547000000001 0.9975270600000001
78.5 0.999443785 0.9995129649999999 0.99962102 0.9992786099999998 0.99927715 0.9984341200000001 0.9988290800000001 0.996724965 0.9985595549999999 0.997541795
79.0 0.99945734 0.9995316399999999 0.9996273399999999 0.9992848200000002 0.9992873999999999 0.99845185 0.9988404799999999 0.99676007 0.99857904 0.9975653700000001
79.5 0.9994693350000001 0.99954571 0.9996360549999999 0.9992971 0.9993183250000001 0.998477295 0.99885682 0.9967919350000001 0.99858571 0.9975997249999999
80.0 0.9994784000000001 0.9995559999999999 0.9996486000000001 0.9993178 0.9993448 0.9985060000000001 0.9988844 0.9968638000000001 0.9986090000000001 0.9976201999999998
80.5 0.9994907 0.999572425 0.9996617999999999 0.9993251750000001 0.999360155 0.9985532599999999 0.99889161 0.9969173500000001 0.9986258149999999 0.997662695
81.0 0.9995281899999999 0.9995820500000001 0.9996698800000001 0.99933567 0.99937573 0.9985782500000001 0.9988988500000001 0.9969708999999999 0.99865168 0.99767916
81.5 0.9995412300000002 0.9995895349999999 0.99968687 0.9993458000000001 0.9994084950000002 0.9986099500000001 0.998939545 0.9970795050000001 0.99867857 0.9976940650000001
82.0 0.9995666000000001 0.9995996199999999 0.99969058 0.99935044 0.99941766 0.9986666000000001 0.9990002 0.9971359000000001 0.9987149 0.9977080199999999
82.5 0.999578375 0.9996138000000001 0.9996966750000001 0.9993675999999999 0.999438175 0.9987192 0.999023575 0.997214475 0.9987273999999999 0.997721125
83.0 0.9995848700000001 0.99962494 0.9997074499999999 0.99937576 0.99947203 0.9987535599999999 0.99904352 0.9972656200000001 0.9987344100000002 0.99775489
83.5 0.9995914199999999 0.9996272149999998 0.9997116650000001 0.9993808750000002 0.999480025 0.9987648149999999 0.9990740249999999 0.9973007750000001 0.99876679 0.997772805
84.0 0.9995951599999999 0.99963884 0.9997214000000001 0.99938672 0.9994821199999999 0.99878004 0.9990944799999999 0.99739736 0.99881364 0.99787024
84.5 0.9996030349999998 0.99966245 0.9997318399999999 0.9993937450000001 0.999488985 0.99878906 0.9991183800000001 0.99747104 0.99885249 0.9979146600000001
85.0 0.9996104499999999 0.9996689499999999 0.9997363 0.9994038500000001 0.9994957499999999 0.9988047 0.99916045 0.9975505999999998 0.9988701000000001 0.9979345
85.5 0.9996218699999999 0.9996737849999999 0.9997430549999999 0.9994197 0.9995099199999999 0.9988434150000001 0.99917798 0.99760706 0.9989175399999999 0.9980133299999999
86.0 0.9996363400000001 0.99967824 0.9997451600000001 0.99946076 0.99952034 0.99889098 0.9991922400000001 0.9976617799999999 0.99894046 0.9980637
86.5 0.99964139 0.999686375 0.99974857 0.999488015 0.9995285900000002 0.998906855 0.9992433799999999 0.99771322 0.9989568900000001 0.998102695
