nbQec avgQoe minQoe maxQoe medQoe
1 0.9702436269481457 0.3733020287151638 2.3097554828982743 0.741344127728597
2 1.0685874366540102 0.37330304901319344 2.30933095931513 0.9114915981447974
3 1.1141664987701572 0.37330304901319344 2.309378569630527 1.0700645815143985
4 1.1356389766269557 0.37330141206516054 2.309889339766963 1.1032429077515724
5 1.1602967124361006 0.37330147592459095 2.309726560229809 1.1253009184414968
6 1.1997065354549143 0.37330261738768256 2.31002181112912 1.138512632544276
7 1.2167428604507218 0.37330193073574236 2.3097700641603383 1.1472813629052523
8 1.2258012874969657 0.37330381090949727 2.3098650343303837 1.1524786837312568
9 1.23486227196955 0.3733021464970212 2.31019413238478 1.1609084878628861
10 1.2344977677604667 0.37330359162853943 2.309724434600485 1.1597337133399497
11 1.2453052210332176 0.3733034467203029 2.31010327459065 1.1581655192311717
12 1.256191319109422 0.3733062264307905 2.3099647700301085 1.164217770321465
14 1.260077938269197 0.3733040663347602 2.309468217822063 1.1668010917758704
15 1.2573129829939116 0.37331291833410085 2.3092809425099743 1.1643440381639936
16 1.2620523255768366 0.37330517290974763 2.3097894565567927 1.167953000434296
17 1.2717669043186626 0.37330866987823286 2.309962376862694 1.1735887881898137
18 1.2705839729905088 0.3733022329486553 2.309955462267604 1.1682827635577806
19 1.2761065793474098 0.3733019806880955 2.31005060485104 1.1727993542255541
20 1.2738041283564858 0.3733122849206252 2.3096741276123707 1.1660384450560735
21 1.28432003575012 0.3733025118508382 2.3097219919642566 1.172728124892784
22 1.28184265858332 0.373301700748077 2.3103009999999955 1.1732405758304962
23 1.2836354478999072 0.37330214744441514 2.309843809926856 1.1749318568175182
24 1.2816704294863166 0.3733015210728674 2.3099471101461093 1.1713031891014545
25 1.2827813139942186 0.3733035784644603 2.3103009999999955 1.166850920966191
26 1.2863543830845 0.37330292291787015 2.309913535204323 1.173952181719506
27 1.2851434181654406 0.3733050200880874 2.3100342127468334 1.1685012461167688
28 1.2866317791867097 0.37330413286811837 2.310014771426738 1.167993550058771
29 1.2918285196464685 0.373301665361208 2.3100340122998064 1.1737092735931474
30 1.2907973064217741 0.3733127504346132 2.309954614364652 1.171425628546647
31 1.2934114976352462 0.3733124954514788 2.309884463015138 1.1763690994706526
32 1.2920155750097766 0.37330140642828735 2.3103009999999955 1.1733139830822337
