nbQec avgQoe minQoe maxQoe medQoe
1 1.2028905650042432 0.3733070409302164 2.3094498131622774 1.0559109212118247
2 1.334424505653378 0.3733070409302164 2.30976266231028 1.2145666031276876
3 1.2055690012530533 0.3733070409302164 2.3094498131622774 1.1134317277531984
4 1.2882663747799334 0.37343380890373346 2.299344587080404 1.2096944675593533
5 1.353685110514096 0.373392143566607 2.2963126597455994 1.4080772275855178
6 1.4148364783926182 0.3733076700875162 2.3092321307689008 1.5908204993262596
7 1.4378753832209301 0.3733529986882529 2.3096953895231733 1.6124771353069614
8 1.3801322941841032 0.37332600949569916 2.301201196112825 1.4998190380971625
9 1.406513277432818 0.37336891329457256 2.309365153099382 1.597212175662229
10 1.409835615833935 0.37334210305433 2.3082286943473984 1.5513894253182205
11 1.4158460886293462 0.37331506930841707 2.30917843169782 1.6603705759238132
12 1.4265538087682996 0.3734381201398109 2.2830498171575426 1.6358530373256255
14 1.4607107385478044 0.3733041204535261 2.3099267636540994 1.6921808354066339
15 1.3996896963964451 0.3733651783629752 2.309166567706733 1.604836132751158
16 1.4352344358578872 0.37330438381291153 2.305520885516933 1.6611104490237951
17 1.4565152093194664 0.3734169369892988 2.309599003088934 1.6953019858176426
18 1.4450125052113973 0.37333605847060225 2.309140919815148 1.6677241168854542
19 1.47337949291659 0.373331533775789 2.3093645106023626 1.6941530248679695
20 1.471115700137326 0.3733868988597271 2.309851358840071 1.7094053378172804
21 1.4699423485214707 0.37335086823132757 2.3082779705169654 1.702698993169025
22 1.4718663378464956 0.3733908810735631 2.309879735402343 1.6838481353192725
23 1.4797770650460929 0.37340322076240406 2.3096233524719922 1.7133742644375103
24 1.478911457711465 0.3733114326354974 2.3086123703802475 1.71378299857415
25 1.4842634732336857 0.3733743735502808 2.3096272990070323 1.708872469780804
26 1.4853704375844434 0.3733061614927091 2.309884780086467 1.706120408412835
27 1.4838723068437172 0.37334240914380556 2.30964412079315 1.727910747600546
28 1.5026154020435376 0.373320983871293 2.30995139069524 1.7302635470520384
29 1.4961982821654327 0.3733646897106655 2.3099949455561224 1.7248646923558864
30 1.4935195183050807 0.3733525156831292 2.3095147110684553 1.7154520671038345
31 1.4862476885850089 0.3734065594097742 2.307068002515942 1.7246153787876313
32 1.4980039531737073 0.3733776994037674 2.30994258987381 1.725355615304562
