cdf 0.1s 0.25s 0.5s 1s 1.5s 2s 2.5s 3s 3.5s 4s 4.5s 5s
31.0 0.016852037489979127 0.03643964018346975 0.06401416014402679 0.12766373984595658 0.19431425110314834 0.26244598864054086 0.32995315465415226 0.3968325817826945 0.45842749300158386 0.5151974636946614 0.566153218295496 0.6177593007720094
31.5 0.01715164163611608 0.03717852213300169 0.06546321939393275 0.13080879378629098 0.19906098220257468 0.26882503510618516 0.33786772438435203 0.4060674006218625 0.46886393973530976 0.5268974605726207 0.5785875224892005 0.6311773415483419
32.0 0.01746842360312313 0.03795863291333905 0.06701198834928286 0.13398791697020856 0.20386668804614366 0.27546922798613016 0.345958289024099 0.41557309764880174 0.47958243225333497 0.5385566952600972 0.5914850176547177 0.6444544444110278
32.5 0.01780085831342339 0.03872265210788876 0.06858420005858468 0.13723203207711704 0.20882926740448032 0.282018148554551 0.3540851953193863 0.42501822925766886 0.49035216838711443 0.5502281366018007 0.6040989460042697 0.6579210786869727
33.0 0.018100742645340732 0.03947680497518933 0.07014997632072777 0.14042622396656734 0.21387478724322628 0.2887218698643559 0.36225051430883626 0.434562222591308 0.5012495966744389 0.5622021707787339 0.6168806950987137 0.6714461968697966
33.5 0.018435683973760365 0.04025763297246906 0.07168981143173209 0.14356237091159632 0.2189286183919062 0.2953984283739457 0.37040036228908435 0.44415022920415337 0.5121958469673996 0.5741888365972072 0.6297917277585994 0.6849763125455136
34.0 0.0187560528934075 0.04108741885741902 0.07325467168787231 0.1468334447658624 0.2241071289220814 0.30232918528009595 0.3785111824669997 0.45403499901192595 0.5232860967720664 0.5864824357573051 0.6425473887448729 0.6982883278684675
34.5 0.01908811788322708 0.041927334381370675 0.07486951450950888 0.15009179487036023 0.22923914464233716 0.3091812358446369 0.3868414251571872 0.4637875879151583 0.5341839558484638 0.5988062167983916 0.6554781776419163 0.711945582438133
35.0 0.019392869481611827 0.04274700347892943 0.07646841335811222 0.1534712737812412 0.2344844408192713 0.3162010563008692 0.3954918936722701 0.47361523853233595 0.5453063712289763 0.6112996894357644 0.6686206598248701 0.7254259994637032
35.5 0.01971905262263235 0.04357646049673728 0.07812341180865878 0.15692549304290568 0.23976020226246308 0.3233781191300482 0.4041163777558972 0.4837117155460672 0.556583087968352 0.6237257563606703 0.6818397379133646 0.7387384012048381
36.0 0.020078865131891326 0.04444357313504493 0.07976979711512523 0.1603460743462239 0.24513073907829613 0.3305665382781452 0.4128801087206319 0.4936921646750953 0.5678616003185526 0.6359177228799829 0.6947405722190707 0.7524684251179528
36.5 0.0204398659947793 0.04529013552333014 0.08144661485727996 0.16390994498810862 0.2505385512895589 0.33773327506194945 0.42174072447931366 0.5037732000401909 0.5793243809300845 0.6481921770575881 0.7080033816042637 0.7661767952359018
37.0 0.020801214896577793 0.04617014830431683 0.08316352759362236 0.1675131366911038 0.2560759411031313 0.3449746830339998 0.43064835333287027 0.5140384083221886 0.5910351195329122 0.6607423027693867 0.7211984290402311 0.7802948519980628
37.5 0.02116418224216448 0.04706875772355728 0.08489919316687153 0.17111579536740384 0.26167946269559655 0.3523443481153228 0.43952876743966934 0.5242134197495595 0.6024222791638787 0.6732462161623342 0.7343025383643397 0.7944548883719272
38.0 0.021532528504006235 0.04799007624406292 0.08670542258336322 0.1747765166103821 0.2672230518660742 0.359839262806137 0.448503557214864 0.5342596940291331 0.6138866535041264 0.685767520515856 0.7474400325464239 0.8085371408754543
38.5 0.02190037748162501 0.048893346645395276 0.08845492063019361 0.1785139123607632 0.27282809385810225 0.36720674667751063 0.45770010835658426 0.5445545434048226 0.6255663838223192 0.6982422501692729 0.7607626555844852 0.8228176825043266
39.0 0.0222446726130819 0.0498325744872538 0.09023098496025153 0.18219260543818666 0.278529981794165 0.3745769604137772 0.466868161446381 0.5547951815090746 0.6369787624314147 0.7108328745286732 0.7744339294096446 0.8371393539438161
39.5 0.022613067700634266 0.0507720179978058 0.0920137756166459 0.1859871543718352 0.2841871712917356 0.38191237806813516 0.4760841855343291 0.5651732181439606 0.6486375059775862 0.7234765225997262 0.7880718139482938 0.8513179652916644
40.0 0.02295739012454409 0.05163687896142127 0.0938317849300921 0.1898293881899873 0.2899898501225162 0.38960377152791037 0.48536787544684523 0.5757623433007975 0.6606292271289638 0.7358801833989455 0.802006816294152 0.8658684992052024
40.5 0.023339383827495196 0.05255793189247866 0.09571778460000278 0.19380088367645518 0.29579562236190865 0.3973931393420197 0.49480428984408975 0.5863412464348292 0.6724301009239401 0.748369495855113 0.8155991011462942 0.8802193885059788
41.0 0.023707292658723306 0.05352921422218168 0.09757791685377448 0.19771850885442627 0.30188507866464187 0.4050806580182658 0.5042370119155808 0.5968598913327792 0.6844109449193054 0.7610912129972914 0.8295922897168675 0.8951513375733595
41.5 0.024089377079776573 0.05452263932932621 0.09950475622966068 0.20176598434626192 0.30785333315352514 0.4129205403466663 0.5137186948037575 0.6074321441839445 0.69636864042101 0.774126110026215 0.843346414157094 0.9098745539221371
42.0 0.024491428195321623 0.05550633023292855 0.10142729603702721 0.2057239122489042 0.3139242583946951 0.42082253824589305 0.5232813542037716 0.6181556811896218 0.7085125840339408 0.7871488534540375 0.8574853172012649 0.924542419178354
42.5 0.024841413369530756 0.05650676349512754 0.1034265724962947 0.20991561911239767 0.320140930350075 0.42895912332506575 0.532667269388855 0.6289147508524287 0.7206018137427241 0.800416353438014 0.8715221444855829 0.9394953280970647
43.0 0.025250080723068544 0.057496549138208744 0.10546197598683735 0.21408595236833466 0.3263431803435411 0.43682658355600384 0.5421750233611525 0.639512924394787 0.7325436394251891 0.8133204071029384 0.8857006100248265 0.9540836752995969
43.5 0.025634383584414545 0.05846513382775659 0.107441591764497 0.21827321452023557 0.33263972353949633 0.4448818907498082 0.5516718027297572 0.6505607354508396 0.7445572064759892 0.8265094546660559 0.8999530323378985 0.9689567344442296
44.0 0.025989314670164156 0.059487211428398475 0.10945465563512177 0.22256235678340305 0.33884345366419977 0.45312977461791676 0.5614216802323351 0.66172438250493 0.756656524956686 0.8397542139768184 0.9144592243379136 0.9837069187860233
44.5 0.026374614855782744 0.06049096238827151 0.11146664148031157 0.22683440981061015 0.3451985727807491 0.4613173579828423 0.5711718993327028 0.6728531026858117 0.7689692095240857 0.8531226805199319 0.9286656970956095 0.9987308169588619
45.0 0.026770441255166796 0.061557096158742344 0.11351637032871707 0.2311403679255591 0.35163543916131595 0.4696384253843573 0.5810614628604803 0.6841396339707445 0.781456324881638 0.8666980754533857 0.9432714128424262 1.0138591591828452
45.5 0.027133344434046167 0.06261141204304865 0.11560496089871748 0.23549129913472872 0.35832152891715197 0.4780282843255498 0.5909974951697403 0.6953377803060031 0.7940747205945342 0.8802628998915965 0.9575036463776053 1.0289595102876175
46.0 0.027546143241243982 0.0636971285228264 0.11780529167936474 0.23992635994711797 0.3648826996203493 0.4863553865370563 0.6007396584778363 0.7067455741843581 0.8066241065434797 0.8940909232911843 0.9720263798290846 1.044071627288043
46.5 0.027973703460101966 0.06479219254121128 0.11990894523983824 0.2443904054397326 0.3713846092386656 0.49499415571707606 0.610713004527141 0.7180479281802875 0.8190965333829017 0.9079524172614373 0.9864081508787829 1.0593404943477953
47.0 0.028382519139941255 0.06589075335480409 0.12202783514909862 0.24887842592116988 0.37792534092504315 0.5035582171104543 0.6208325936641297 0.729335862345198 0.8318850932316104 0.9217707058555655 1.0011191014108833 1.074653909861021
47.5 0.02881020079729891 0.06707449004079975 0.12430207290662047 0.253507587494546 0.384742970407289 0.5122020657106348 0.6308791274433783 0.7405482815330796 0.844481603397935 0.9356241464657785 1.015980746928284 1.0901291253717158
48.0 0.0292219566984775 0.06824699169682137 0.12649278247965684 0.2582687032082804 0.3917656711116617 0.521028912489067 0.6409255781431376 0.75188693629685 0.8576483992150485 0.9495911561996366 1.0305383263900478 1.1053110414044585
48.5 0.02960855914857055 0.06947044431507143 0.12874886374477654 0.2628710081186707 0.3986253376966861 0.5297309665493715 0.6513597810546838 0.7634060353676726 0.8706470832501685 0.9635259543416921 1.0453446844252334 1.1207879222399437
49.0 0.02998660026848543 0.07065272685504057 0.13105254682519415 0.2675884113240462 0.4056303999390639 0.5385961226514973 0.6618318674657429 0.7752907289157016 0.8837947247965959 0.9774616108078475 1.0602854061170728 1.1361326582741564
49.5 0.030381615336329555 0.0718069646193852 0.13348487782192742 0.2724150183461192 0.4127127943980242 0.5474257840462982 0.6722834955991724 0.7872749863366151 0.89719673977697 0.9917482831081468 1.0751714188013963 1.1518281715119023
50.0 0.030764438040918753 0.07298713065903305 0.13585094206992668 0.2772775778966594 0.4197631029683252 0.5563172749045178 0.6829272688415198 0.7993172853114968 0.9106978346387612 1.0059756451656992 1.0902837381488695 1.1674480888115344
50.5 0.031169130062103145 0.0741565599544279 0.1383098103255954 0.28198891080413885 0.4270977026751084 0.565303132133692 0.6934704562175532 0.8111493569399628 0.9241026416228542 1.0203381763112565 1.1051424056107446 1.1831934394618104
51.0 0.031570243274184714 0.0753974553507955 0.14073321896905064 0.286845870175651 0.4342755265504322 0.5744176357241277 0.7042012861166067 0.8232610886148588 0.9377805413169198 1.0345979882034644 1.1203041438913581 1.198917945469182
51.5 0.03203016585004008 0.07661264742722969 0.14309707949481526 0.29190883062985296 0.4413834081450858 0.5835152614940278 0.714856931393559 0.8356081694682581 0.9516013518794436 1.0489950928627474 1.1352819487400336 1.214254000198452
52.0 0.03248425312958426 0.0779257531593556 0.1455164067510364 0.2968896906899245 0.4487292377568127 0.5926198103517935 0.725434050717894 0.8478632562276668 0.9653923751832778 1.0637365641768017 1.150508478155888 1.2299149729258982
52.5 0.03291326638120226 0.07919201461223042 0.14799512057778147 0.30210414980974054 0.45626828584930135 0.6017782491527965 0.736005206194028 0.8604826479496328 0.9793289084096557 1.0783370532276906 1.165708812526904 1.2456826008325415
53.0 0.033310650951375316 0.08043263667884562 0.15053371086333134 0.3071423616209336 0.46365211892068664 0.6110755120745662 0.7466461009741836 0.873051074112768 0.9934626524847381 1.0932009508279716 1.1812263682912805 1.2616371965103708
53.5 0.03372971217641579 0.08178456801100693 0.15313310057011917 0.3123980177021262 0.4710650189004751 0.6204324093547224 0.7575739617057278 0.8857112156942955 1.007557346507496 1.10790596947839 1.196688445198191 1.2773673572146336
54.0 0.03415848594725731 0.08310130961457513 0.1557052284706485 0.31763070254531833 0.47865325806140374 0.6298972962543434 0.7685915936194325 0.8985537619214645 1.0218998956296539 1.1228769727716088 1.2120453896244339 1.293439222718234
54.5 0.034605645315926734 0.08444343822562321 0.15829391180985944 0.32306177150631066 0.4862649633247395 0.63908940654161 0.7798275987528341 0.9116189739084563 1.0361026231902344 1.13790087889142 1.227492885922712 1.3091894093881642
55.0 0.03503847203262746 0.08585156715244235 0.16095100836147935 0.3284445767372869 0.4941081419960677 0.6488362948930891 0.7914101946067699 0.9246243006283064 1.0504298971107497 1.1532203168244064 1.2430003444709012 1.32546974978661
55.5 0.03549106275408429 0.08729579384230796 0.16365262736981534 0.3338010848484883 0.5018654879418787 0.6585393287103002 0.8028352896363289 0.937807485418798 1.0653163394284002 1.1685377440627844 1.2588403803701294 1.3417709800131392
56.0 0.03596208526040276 0.08866145301299057 0.1663573741170575 0.33914498801451215 0.5098197005671987 0.6681847688337468 0.8142126912114819 0.9512300159375475 1.079819837389652 1.1840690874649487 1.2744918476567644 1.357696270351467
56.5 0.036389919033232736 0.09009220170109222 0.16908843225072484 0.3446040015134717 0.517874767849774 0.6780368785405846 0.8259235865017394 0.9645856897594476 1.0947965280464649 1.1997527367608365 1.2902612634384096 1.3742273347611504
57.0 0.03684475322520257 0.09149984405549294 0.17184340605705994 0.350254197712977 0.5259525036425446 0.687780887231259 0.8377813888347895 0.9779795837037882 1.1096544122243863 1.2153890064093074 1.3058787451989675 1.3908420400397854
57.5 0.037294599875239184 0.09288644069158342 0.17466851829752522 0.35596787022485316 0.5339960022757726 0.6976279531660382 0.8495499332015992 0.9918039674992367 1.124839466639419 1.2310461757569018 1.3220907901584416 1.4071757519034294
58.0 0.03777596492691898 0.09436042619060607 0.1775450780453727 0.3616891683893658 0.5421527551353608 0.7077127782964172 0.8615671248189632 1.005602676978138 1.1402654982694984 1.2469948900086605 1.3382060578464399 1.4235418985025743
58.5 0.03827360897123406 0.09582441799270747 0.18038223408799003 0.3673425974251434 0.5501473287096006 0.7175644921178321 0.8737704464446029 1.019862793994062 1.1557961951735418 1.2629918077293083 1.354299145313946 1.439946277090121
59.0 0.038745865901383764 0.09731974624599504 0.1832171050184725 0.3730539896834699 0.5584084418843172 0.7274326424190943 0.8860992887381222 1.0338550075903494 1.1712074074019416 1.2788621795437738 1.3707794399777296 1.4563648132469065
59.5 0.039216814422810206 0.09889917003420852 0.18613034252922378 0.37894383773394774 0.5667578047352279 0.7374460509824855 0.898615121034386 1.0481263877765548 1.1868643836478745 1.29484738174296 1.387493689829563 1.4722967091735186
60.0 0.039761978469605906 0.10044151533537228 0.18905345285369007 0.38500096170834314 0.5750902065752501 0.7474832734265027 0.9114028954797921 1.062781133477319 1.2027885476056768 1.3108250986227814 1.4038753665885428 1.4882105040629785
60.5 0.04028784256245273 0.10198289089329357 0.1921512991808831 0.39117930627673947 0.5835648053957903 0.757865477243181 0.9240015122381552 1.0774952001355511 1.2185472225867722 1.3270014010265514 1.4204187541242734 1.5043370696726681
61.0 0.040798338770852906 0.10357341377544618 0.19519749818717969 0.39718903896063856 0.5921258370692117 0.7682961079419299 0.9368746154974508 1.0924070706414564 1.234386212216755 1.3433362764582781 1.4370141140748747 1.5212850738943198
61.5 0.04135956150377983 0.10519113632306074 0.19831395541770813 0.40334231236754586 0.600562771157183 0.779124462827677 0.949905775379417 1.1074271740837904 1.2503723896074064 1.3594743394405364 1.4535615667555974 1.538560910124488
