0:	0.383980271501435	-0.416862880635423	0.823883784186836
1:	-0.998338354552608	0.0513358471196165	0.0261755731494715
2:	-0.784849691888031	-0.56554195610854	-0.253324410636221
3:	-0.55430253447681	-0.178365871631833	-0.812978668914259
4:	0.303800956178357	-0.896961784755926	0.321192365588878
5:	0.204497490819425	-0.122040091195634	-0.971229629073125
6:	-0.0633284415950007	0.303972351988117	0.950573678213299
7:	0.60922995316263	-0.619588194812052	-0.494923562804401
8:	-0.456442978240975	0.869727636245858	-0.187706276838845
9:	0.930684550036319	-0.0325603908727907	-0.36437081286775
10:	0.446146025752365	0.627223152327844	0.638392387869164
11:	-0.650538466466539	0.600691621484535	0.464724950401464
12:	-0.155021055476038	0.574794901604243	-0.803479491616846
13:	-0.527500859021215	-0.752673716202015	0.393986193502424
14:	-0.283901158188452	-0.382011179451129	0.879470062681847
15:	0.854170018120719	0.519765662552577	0.0154024730135063
16:	0.339396653581117	0.89014874858157	-0.304047885926879
17:	-0.158973854940633	-0.977589434535091	-0.138008010385906
18:	-0.0124856792451751	0.938231775434598	0.34578207498167
19:	0.791246764137832	0.0100159722093995	0.611414947921712
20:	-0.789887635547948	0.350916861131809	-0.502926316453883
21:	-0.77268324972956	-0.04563814455187	0.633149078297702
22:	0.846186412832096	-0.511729468729272	0.148665751174931
23:	0.537472565513107	0.395226369739378	-0.744929095943629
24:	-0.0483757669426571	-0.694285132963366	-0.71807237749321
